price,area,flat_toilets,balcony,current_floors,total_floors,ceiling,dorm,mortgage,year,type_of_house,repair_status,distance_to_center
13500000.0,41.2,раздельный,лоджия,5.0,5.0,2.7,нет,нет,2018,кирпичный,полностью,1.941
10500000.0,60.0,раздельный,нет,2.0,2.0,2.7,нет,нет,1960,кирпичный,частично,0.423
12000000.0,40.2,раздельный,нет,7.0,9.0,2.7,нет,нет,2018,кирпичный,частично,4.018
22500000.0,56.7,совмещенный,лоджия,8.0,9.0,2.7,нет,нет,2020,кирпичный,частично,3.858
14500000.0,51.0,раздельный,лоджия,5.0,5.0,2.7,нет,нет,1987,кирпичный,частично,3.724
15700000.0,52.2,раздельный,нет,2.0,9.0,2.7,нет,нет,1990,панельный,частично,3.251
27500000.0,83.5,раздельный,балкон и лоджия,6.0,9.0,2.7,нет,нет,2017,панельный,полностью,4.033
26000000.0,57.9,совмещенный,лоджия,5.0,5.0,2.7,нет,нет,2023,кирпичный,полностью,1.651
9000000.0,35.8,раздельный,нет,4.0,5.0,2.7,нет,нет,1985,кирпичный,частично,3.716
27500000.0,76.5,раздельный,несколько балконов или лоджий,9.0,9.0,2.7,нет,нет,2015,кирпичный,частично,0.483
14700000.0,62.0,раздельный,нет,2.0,5.0,2.7,нет,нет,1979,кирпичный,частично,3.471
90000000.0,300.0,раздельный,нет,1.0,3.0,3.6,нет,нет,2024,кирпичный,частично,1.19
16000000.0,58.2,раздельный,балкон,1.0,5.0,2.7,нет,нет,1980,кирпичный,частично,3.86
14500000.0,40.3,раздельный,нет,4.0,9.0,2.7,нет,нет,2014,кирпичный,частично,4.216
23500000.0,66.0,раздельный,нет,7.0,9.0,2.7,нет,нет,2004,панельный,частично,2.006
16500000.0,42.7,раздельный,нет,5.0,9.0,2.7,нет,нет,2020,кирпичный,частично,0.47
20412000.0,72.9,раздельный,нет,5.0,10.0,2.7,нет,нет,2022,кирпичный,частично,2.582
15500000.0,56.9,раздельный,нет,5.0,5.0,2.7,нет,нет,1970,кирпичный,частично,0.557
16500000.0,57.7,раздельный,балкон,3.0,5.0,2.7,нет,нет,1977,панельный,полностью,3.919
11500000.0,36.1,совмещенный,нет,2.0,9.0,2.7,нет,нет,1983,кирпичный,частично,3.071
17500000.0,60.0,раздельный,нет,5.0,5.0,2.7,нет,нет,1988,кирпичный,частично,0.74
19000000.0,70.0,раздельный,балкон,9.0,9.0,2.7,нет,нет,1991,панельный,полностью,2.891
10500000.0,29.5,раздельный,нет,5.0,5.0,2.7,нет,нет,1972,кирпичный,частично,0.959
29812500.0,112.5,раздельный,нет,4.0,5.0,2.7,нет,нет,2024,панельный,частично,4.193
16000000.0,52.0,раздельный,нет,2.0,5.0,2.7,нет,нет,1984,панельный,частично,3.697
17500000.0,66.7,раздельный,нет,7.0,9.0,2.7,нет,нет,1988,панельный,частично,2.677
23500000.0,66.7,раздельный,балкон,7.0,9.0,2.7,нет,нет,2019,кирпичный,частично,4.509
34500000.0,87.0,2 с/у и более,несколько балконов или лоджий,6.0,9.0,2.7,нет,нет,2018,кирпичный,частично,1.249
15000000.0,61.4,раздельный,нет,4.0,5.0,2.7,нет,нет,1973,кирпичный,частично,0.914
16500000.0,59.0,раздельный,нет,3.0,5.0,2.7,нет,нет,1991,панельный,частично,2.947
33912000.0,141.3,раздельный,нет,7.0,7.0,3.0,нет,нет,2015,кирпичный,частично,2.129
22880000.0,88.0,раздельный,нет,9.0,9.0,2.7,нет,нет,2024,кирпичный,частично,1.407
19000000.0,59.9,раздельный,балкон и лоджия,2.0,5.0,2.7,нет,нет,1972,кирпичный,частично,0.442
22500000.0,58.0,совмещенный,нет,9.0,9.0,2.7,нет,нет,2021,кирпичный,частично,1.067
28000000.0,83.0,раздельный,нет,3.0,6.0,2.7,нет,нет,1990,панельный,частично,1.568
20484000.0,56.9,раздельный,нет,9.0,10.0,3.0,нет,нет,2024,кирпичный,частично,0.584
17800000.0,62.0,раздельный,нет,3.0,9.0,2.7,нет,нет,2009,кирпичный,частично,2.947
26000000.0,66.0,раздельный,нет,3.0,5.0,2.5,нет,нет,1985,кирпичный,полностью,0.981
8500000.0,42.6,раздельный,нет,3.0,4.0,2.7,нет,нет,1965,кирпичный,частично,2.3
18000000.0,54.0,раздельный,нет,5.0,5.0,2.7,нет,нет,1989,панельный,частично,1.27
28000000.0,90.0,совмещенный,балкон,1.0,3.0,2.7,нет,В залоге,2017,кирпичный,частично,3.479
12300000.0,46.2,совмещенный,нет,5.0,5.0,2.8,нет,нет,2023,кирпичный,частично,1.047
17500000.0,56.8,раздельный,нет,3.0,5.0,2.7,нет,нет,1990,панельный,частично,3.527
14000000.0,43.0,совмещенный,нет,1.0,7.0,3.0,нет,нет,2015,кирпичный,без мебели,2.129
25000000.0,107.0,раздельный,нет,9.0,9.0,2.7,нет,нет,2021,кирпичный,частично,1.067
13500000.0,41.2,раздельный,нет,5.0,5.0,2.7,нет,нет,2018,кирпичный,частично,1.941
23500000.0,66.7,раздельный,балкон,7.0,9.0,2.7,нет,нет,2019,кирпичный,частично,4.509
18500000.0,60.0,раздельный,нет,9.0,9.0,2.7,нет,нет,2020,кирпичный,частично,3.265
13309000.0,46.7,раздельный,нет,4.0,5.0,2.7,нет,нет,2023,кирпичный,частично,3.491
11500000.0,39.4,раздельный,нет,2.0,9.0,2.7,нет,нет,2014,кирпичный,частично,4.276
39052000.0,150.2,раздельный,нет,2.0,7.0,3.0,нет,нет,2015,кирпичный,без мебели,1.103
19500000.0,64.9,раздельный,нет,4.0,5.0,2.7,нет,нет,1981,кирпичный,частично,1.146
36900000.0,86.0,совмещенный,нет,2.0,6.0,3.0,нет,нет,2018,кирпичный,частично,2.225
10500000.0,45.1,раздельный,нет,3.0,3.0,2.7,нет,нет,1974,панельный,частично,2.838
11800000.0,41.5,раздельный,нет,5.0,5.0,2.7,нет,нет,2023,кирпичный,частично,3.491
25500000.0,73.0,раздельный,нет,2.0,9.0,2.7,нет,нет,2024,кирпичный,частично,0.584
15300000.0,60.0,раздельный,нет,4.0,5.0,2.7,нет,нет,1982,панельный,полностью,3.471
17500000.0,35.5,раздельный,лоджия,7.0,9.0,2.7,нет,нет,2021,кирпичный,частично,0.551
21000000.0,47.2,раздельный,нет,5.0,10.0,2.7,нет,нет,2023,кирпичный,частично,1.95
26000000.0,59.0,совмещенный,лоджия,3.0,9.0,2.8,нет,нет,2022,кирпичный,частично,1.436
16000000.0,56.94,раздельный,лоджия,1.0,9.0,2.7,нет,нет,1997,панельный,частично,0.506
16000000.0,63.0,совмещенный,нет,4.0,5.0,2.8,нет,нет,1973,кирпичный,частично,0.914
33000000.0,76.3,раздельный,нет,2.0,9.0,2.7,нет,В залоге,2019,монолитный,частично,4.193
37300000.0,102.4,раздельный,нет,5.0,5.0,2.7,нет,нет,2019,кирпичный,частично,1.294
18000000.0,49.2,совмещенный,лоджия,3.0,5.0,2.7,нет,нет,2023,кирпичный,частично,3.491
19900000.0,46.0,раздельный,нет,9.0,10.0,2.7,нет,нет,2018,кирпичный,частично,1.103
25000000.0,67.0,раздельный,нет,3.0,9.0,2.7,нет,нет,2006,панельный,частично,1.955
22500000.0,56.7,раздельный,нет,8.0,9.0,2.7,нет,нет,2020,кирпичный,частично,3.858
14800000.0,44.56,раздельный,нет,2.0,5.0,2.7,нет,нет,2024,кирпичный,частично,2.677
8800000.0,30.4,раздельный,нет,1.0,5.0,2.7,нет,В залоге,1976,кирпичный,частично,3.798
10500000.0,55.0,раздельный,нет,1.0,5.0,2.7,нет,нет,1980,кирпичный,частично,3.361
13717500.0,46.5,совмещенный,нет,1.0,5.0,2.7,нет,нет,2023,кирпичный,без мебели,3.491
14500000.0,51.0,раздельный,нет,1.0,6.0,2.7,нет,нет,1990,кирпичный,частично,3.527
14500000.0,51.0,раздельный,нет,5.0,5.0,2.7,нет,нет,1987,панельный,частично,3.724
19500000.0,59.1,раздельный,нет,2.0,5.0,2.7,нет,нет,1985,иной,частично,3.63
13309500.0,46.7,совмещенный,нет,4.0,5.0,2.7,нет,нет,2023,кирпичный,без мебели,3.491
20000000.0,58.2,раздельный,нет,7.0,9.0,2.7,нет,нет,2014,кирпичный,частично,2.295
16500000.0,48.0,раздельный,нет,2.0,5.0,2.7,нет,нет,2019,кирпичный,частично,4.485
72000000.0,153.0,2 с/у и более,нет,7.0,9.0,2.7,нет,нет,2017,кирпичный,полностью,1.103
18500000.0,47.1,раздельный,нет,3.0,6.0,2.7,нет,нет,2011,кирпичный,частично,2.061
22000000.0,67.0,раздельный,нет,7.0,9.0,2.7,нет,нет,2006,панельный,частично,1.955
30000000.0,70.0,раздельный,нет,8.0,9.0,2.7,нет,нет,2021,кирпичный,частично,1.407
15000000.0,41.0,совмещенный,нет,6.0,9.0,2.7,нет,нет,2022,кирпичный,частично,3.491
9000000.0,30.0,совмещенный,нет,4.0,5.0,2.7,нет,нет,1974,кирпичный,частично,0.703
13500000.0,48.0,раздельный,нет,1.0,5.0,2.7,нет,В залоге,1984,панельный,частично,3.491
29000000.0,80.0,раздельный,нет,6.0,9.0,3.0,нет,нет,2014,кирпичный,полностью,2.159
30000000.0,105.0,раздельный,нет,1.0,9.0,2.8,нет,нет,2024,кирпичный,частично,1.17
15500000.0,56.9,раздельный,нет,5.0,5.0,2.7,нет,нет,1970,кирпичный,частично,0.557
11500000.0,44.1,раздельный,нет,5.0,5.0,2.7,нет,нет,1970,панельный,частично,0.649
16800000.0,62.0,раздельный,нет,5.0,5.0,2.8,нет,нет,1996,кирпичный,частично,2.245
27500000.0,76.5,раздельный,нет,9.0,9.0,2.7,нет,нет,2015,кирпичный,частично,0.483
7000000.0,28.0,раздельный,нет,5.0,5.0,2.7,нет,нет,1987,панельный,частично,1.519
50000000.0,180.9,совмещенный,лоджия,7.0,10.0,2.7,нет,нет,2022,кирпичный,частично,1.95
10500000.0,45.1,раздельный,нет,3.0,3.0,2.7,нет,нет,1974,панельный,частично,2.838
11000000.0,36.7,раздельный,нет,1.0,5.0,2.7,нет,нет,1990,панельный,частично,0.47
16000000.0,72.0,раздельный,нет,2.0,5.0,2.7,нет,нет,1988,иной,частично,2.309
18000000.0,67.0,совмещенный,нет,3.0,3.0,2.7,нет,нет,1990,кирпичный,полностью,3.479
9500000.0,38.8,раздельный,нет,4.0,4.0,2.7,нет,нет,1965,кирпичный,частично,2.714
11800000.0,41.47,совмещенный,нет,5.0,5.0,2.7,нет,нет,2023,кирпичный,без мебели,3.491
22500000.0,62.8,раздельный,нет,6.0,9.0,2.7,нет,нет,2018,кирпичный,частично,4.497
20900000.0,52.19,раздельный,лоджия,5.0,9.0,2.7,нет,нет,2023,кирпичный,частично,0.584
25500000.0,66.5,раздельный,нет,4.0,5.0,2.7,нет,нет,2024,кирпичный,частично,1.73
14000000.0,46.0,совмещенный,балкон,2.0,3.0,2.7,нет,нет,1974,кирпичный,частично,2.838
15300000.0,62.0,раздельный,нет,2.0,5.0,2.7,нет,нет,1979,кирпичный,частично,3.471
7000000.0,18.0,совмещенный,нет,3.0,5.0,2.7,нет,нет,1982,панельный,полностью,1.921
14700000.0,49.6,раздельный,нет,5.0,5.0,2.7,нет,нет,1977,кирпичный,частично,3.445
20000000.0,42.8,совмещенный,нет,1.0,9.0,2.7,нет,нет,2021,кирпичный,частично,3.598
25000000.0,69.0,раздельный,нет,7.0,9.0,2.7,нет,нет,2022,кирпичный,частично,1.06
23000000.0,64.0,раздельный,нет,2.0,5.0,2.7,нет,нет,2024,иной,частично,3.436
25000000.0,64.0,раздельный,нет,1.0,5.0,2.7,нет,нет,2023,кирпичный,частично,1.036
9500000.0,31.0,раздельный,нет,1.0,5.0,2.7,нет,нет,1978,кирпичный,частично,1.103
15500000.0,52.3,раздельный,нет,9.0,9.0,2.7,нет,нет,2007,кирпичный,частично,2.677
9500000.0,30.6,совмещенный,нет,1.0,5.0,2.7,нет,нет,1980,кирпичный,частично,2.205
14000000.0,49.8,раздельный,нет,4.0,5.0,2.7,нет,нет,1976,кирпичный,частично,2.23
25000000.0,75.7,раздельный,нет,4.0,6.0,2.7,нет,нет,1992,панельный,частично,1.054
20000000.0,80.0,раздельный,нет,3.0,5.0,2.7,нет,нет,1990,панельный,частично,2.228
16000000.0,43.0,совмещенный,нет,3.0,3.0,3.0,нет,нет,1971,кирпичный,частично,1.778
33800000.0,70.0,раздельный,нет,5.0,9.0,2.7,нет,нет,2022,кирпичный,частично,1.599
11500000.0,35.0,раздельный,балкон,1.0,5.0,2.7,нет,нет,1986,кирпичный,частично,2.046
29000000.0,63.0,раздельный,нет,5.0,9.0,2.7,нет,нет,2021,кирпичный,частично,3.877
22600000.0,60.0,раздельный,нет,6.0,9.0,2.7,нет,нет,2021,кирпичный,частично,3.877
23500000.0,66.0,раздельный,нет,8.0,9.0,3.0,нет,нет,2024,кирпичный,частично,1.599
13500000.0,56.4,совмещенный,нет,5.0,5.0,2.8,нет,нет,1970,кирпичный,частично,1.95
11500000.0,50.0,раздельный,нет,1.0,6.0,2.5,нет,нет,1990,монолитный,частично,1.453
16000000.0,55.0,раздельный,нет,3.0,5.0,2.7,нет,нет,1970,кирпичный,частично,1.76
17200000.0,53.9,раздельный,нет,4.0,6.0,2.7,нет,нет,1993,панельный,частично,3.633
20000000.0,60.0,раздельный,нет,3.0,5.0,2.7,нет,нет,2012,кирпичный,частично,1.58
16700000.0,61.7,совмещенный,лоджия,5.0,5.0,2.7,нет,нет,2023,кирпичный,частично,1.667
13100000.0,41.0,раздельный,нет,5.0,5.0,2.7,нет,нет,1979,кирпичный,частично,3.86
23000000.0,127.0,раздельный,нет,1.0,4.0,2.7,нет,нет,2005,кирпичный,частично,0.964
9500000.0,44.0,раздельный,нет,3.0,5.0,2.7,нет,нет,1968,кирпичный,частично,2.258
14800000.0,47.6,раздельный,лоджия,4.0,5.0,2.7,нет,нет,2024,кирпичный,частично,1.827
22000000.0,105.0,раздельный,несколько балконов или лоджий,5.0,5.0,2.7,нет,нет,1994,кирпичный,частично,2.431
22500000.0,81.0,раздельный,нет,4.0,5.0,2.7,нет,нет,1988,кирпичный,частично,2.714
26700000.0,76.2,совмещенный,лоджия,7.0,9.0,2.7,нет,нет,2023,кирпичный,частично,0.491
26500000.0,84.0,раздельный,нет,9.0,10.0,2.7,нет,нет,2024,кирпичный,частично,1.132
10000000.0,45.0,раздельный,нет,1.0,5.0,2.7,нет,нет,2015,кирпичный,частично,3.651
13000000.0,44.9,раздельный,нет,4.0,9.0,2.7,нет,нет,2015,кирпичный,частично,2.807
24250000.0,62.16,совмещенный,лоджия,2.0,9.0,2.7,нет,нет,2025,кирпичный,частично,1.096
12700000.0,47.9,совмещенный,лоджия,7.0,9.0,2.7,нет,нет,2025,кирпичный,частично,0.951
15300000.0,39.2,раздельный,лоджия,5.0,9.0,2.7,нет,нет,2025,кирпичный,частично,1.096
32000000.0,76.0,2 с/у и более,нет,4.0,9.0,2.8,нет,нет,2018,кирпичный,частично,2.677
20500000.0,75.0,раздельный,нет,6.0,6.0,2.7,нет,нет,1992,кирпичный,полностью,1.929
21000000.0,60.0,раздельный,нет,9.0,10.0,2.7,нет,нет,2021,кирпичный,частично,4.193
27900000.0,66.6,совмещенный,нет,3.0,5.0,2.7,нет,нет,2021,кирпичный,частично,1.103
20500000.0,74.0,раздельный,нет,1.0,6.0,2.7,нет,нет,1986,иной,частично,1.403
29812500.0,112.5,раздельный,нет,4.0,5.0,2.7,нет,нет,2023,панельный,частично,4.193
17500000.0,63.3,раздельный,лоджия,1.0,6.0,2.7,нет,нет,1990,кирпичный,частично,2.677
40000000.0,75.0,раздельный,нет,3.0,9.0,2.7,нет,нет,2017,кирпичный,частично,1.103
24000000.0,86.0,раздельный,нет,5.0,5.0,2.45,нет,нет,1986,кирпичный,частично,3.607
18500000.0,62.6,раздельный,нет,1.0,5.0,2.7,нет,нет,1992,панельный,частично,2.874
12000000.0,40.5,совмещенный,нет,3.0,5.0,3.0,нет,нет,2024,кирпичный,частично,1.73
20000000.0,58.0,раздельный,балкон,9.0,10.0,3.0,нет,нет,2023,кирпичный,частично,1.241
28500000.0,75.0,раздельный,нет,3.0,5.0,2.7,нет,нет,2021,кирпичный,частично,1.851
17250000.0,64.85,раздельный,лоджия,4.0,5.0,2.7,нет,нет,2024,кирпичный,частично,1.047
46500000.0,103.2,раздельный,нет,7.0,9.0,2.7,нет,нет,2022,кирпичный,частично,1.296
23500000.0,72.0,раздельный,нет,7.0,9.0,2.7,нет,нет,1991,панельный,частично,2.891
13000000.0,37.5,раздельный,нет,6.0,6.0,2.7,нет,нет,1989,панельный,полностью,2.754
17000000.0,51.9,раздельный,нет,1.0,5.0,2.75,нет,нет,1986,панельный,частично,0.47
25300000.0,74.0,раздельный,нет,3.0,5.0,2.7,нет,нет,2010,кирпичный,частично,2.947
14500000.0,59.0,раздельный,нет,2.0,5.0,2.7,нет,нет,1968,кирпичный,частично,2.14
10800000.0,50.0,раздельный,нет,5.0,5.0,2.7,нет,нет,1980,кирпичный,частично,1.143
17500000.0,66.7,раздельный,лоджия,7.0,9.0,2.7,нет,нет,1988,панельный,частично,2.677
20500000.0,84.6,раздельный,нет,3.0,5.0,2.5,нет,нет,1989,панельный,частично,2.138
22500000.0,56.7,раздельный,нет,8.0,9.0,2.7,нет,нет,2020,кирпичный,частично,3.858
10500000.0,39.0,раздельный,нет,5.0,6.0,2.7,нет,нет,1989,панельный,частично,2.726
15500000.0,57.0,раздельный,нет,5.0,5.0,2.7,нет,нет,1972,кирпичный,частично,0.959
22500000.0,60.0,раздельный,нет,2.0,5.0,2.7,нет,нет,1994,кирпичный,частично,3.527
14900000.0,43.14,раздельный,лоджия,1.0,9.0,2.7,нет,нет,2024,кирпичный,частично,2.677
10000000.0,31.9,совмещенный,нет,3.0,4.0,2.7,нет,нет,1967,панельный,частично,2.466
16500000.0,52.0,раздельный,нет,5.0,5.0,2.7,нет,нет,1984,панельный,частично,3.697
31000000.0,88.0,раздельный,балкон и лоджия,2.0,5.0,2.7,нет,нет,2016,кирпичный,частично,2.914
22500000.0,67.0,раздельный,нет,2.0,9.0,2.7,нет,нет,1988,панельный,частично,2.315
21200000.0,77.0,раздельный,лоджия,1.0,5.0,2.7,нет,нет,2024,кирпичный,частично,1.73
37500000.0,87.0,2 с/у и более,нет,7.0,9.0,3.0,нет,нет,2018,кирпичный,полностью,0.602
8700000.0,32.0,раздельный,нет,3.0,3.0,2.8,нет,нет,1973,кирпичный,частично,2.768
29500000.0,88.0,совмещенный,нет,1.0,9.0,2.7,нет,В залоге,2015,кирпичный,частично,2.807
15500000.0,60.0,раздельный,нет,3.0,5.0,2.7,нет,нет,1982,кирпичный,частично,3.437
18000000.0,66.5,раздельный,лоджия,5.0,5.0,2.7,нет,нет,2024,кирпичный,частично,1.73
18500000.0,63.5,раздельный,нет,6.0,9.0,2.7,нет,В залоге,1984,кирпичный,частично,1.58
13500000.0,40.0,раздельный,нет,7.0,9.0,2.7,нет,нет,2020,кирпичный,частично,4.018
23500000.0,70.0,раздельный,нет,9.0,10.0,2.7,нет,нет,2019,кирпичный,частично,1.727
21500000.0,62.0,раздельный,балкон и лоджия,4.0,9.0,2.7,нет,нет,2007,панельный,частично,0.696
23500000.0,52.6,совмещенный,нет,5.0,5.0,2.7,нет,нет,2020,кирпичный,полностью,1.615
16900000.0,41.5,совмещенный,лоджия,2.0,9.0,2.7,нет,нет,2023,кирпичный,частично,1.58
16000000.0,63.0,раздельный,нет,5.0,5.0,2.7,нет,нет,1984,панельный,частично,3.358
18000000.0,62.6,раздельный,нет,1.0,5.0,2.7,нет,нет,1992,панельный,частично,2.874
12900000.0,37.8,совмещенный,нет,2.0,9.0,2.7,нет,нет,2023,кирпичный,частично,2.677
12500000.0,37.0,раздельный,нет,3.0,6.0,2.7,нет,нет,1990,иной,частично,2.84
9800000.0,30.0,раздельный,нет,3.0,4.0,2.7,нет,нет,1966,кирпичный,частично,0.221
20800000.0,62.9,совмещенный,нет,2.0,9.0,2.7,нет,нет,2023,кирпичный,частично,2.677
21500000.0,68.0,раздельный,балкон,2.0,9.0,2.7,нет,нет,1990,панельный,частично,2.677
13000000.0,45.0,раздельный,нет,4.0,9.0,2.7,нет,нет,2015,кирпичный,частично,2.807
13000000.0,36.0,раздельный,нет,5.0,6.0,2.7,нет,нет,1988,панельный,частично,0.371
30150000.0,91.7,совмещенный,нет,8.0,9.0,2.7,нет,нет,2023,кирпичный,частично,2.677
19500000.0,60.0,раздельный,нет,4.0,5.0,2.7,нет,нет,1986,кирпичный,частично,1.167
20500000.0,65.9,совмещенный,нет,1.0,9.0,2.7,нет,нет,2015,монолитный,частично,2.807
17500000.0,60.7,раздельный,нет,4.0,5.0,2.7,нет,нет,1990,кирпичный,частично,3.351
12400000.0,38.73,совмещенный,лоджия,4.0,9.0,2.7,нет,нет,2024,кирпичный,частично,1.324
27500000.0,88.0,раздельный,несколько балконов или лоджий,6.0,9.0,2.7,нет,нет,2017,кирпичный,частично,3.527
16000000.0,50.0,раздельный,нет,2.0,5.0,2.7,нет,нет,1970,кирпичный,частично,0.494
19500000.0,86.0,совмещенный,нет,5.0,5.0,2.7,нет,нет,1988,кирпичный,частично,2.765
22500000.0,74.0,раздельный,нет,3.0,9.0,2.7,нет,В залоге,1993,панельный,частично,2.677
18500000.0,72.0,раздельный,нет,5.0,6.0,2.7,нет,нет,1990,панельный,частично,3.614
11500000.0,44.0,раздельный,нет,5.0,5.0,2.8,нет,нет,1980,кирпичный,частично,1.469
18000000.0,67.0,раздельный,нет,8.0,9.0,2.7,нет,нет,1990,кирпичный,частично,2.688
16000000.0,60.0,раздельный,нет,4.0,5.0,2.7,нет,нет,1979,панельный,частично,3.86
14000000.0,45.0,совмещенный,нет,3.0,5.0,2.7,нет,нет,1979,панельный,частично,0.448
19000000.0,48.0,совмещенный,нет,9.0,10.0,2.9,нет,нет,2021,кирпичный,частично,1.119
15400000.0,58.0,раздельный,нет,5.0,5.0,2.7,нет,нет,1970,кирпичный,частично,1.808
14500000.0,61.0,раздельный,нет,2.0,2.0,2.7,нет,нет,1973,кирпичный,частично,0.736
11500000.0,41.0,совмещенный,нет,2.0,3.0,2.7,нет,нет,1974,кирпичный,частично,2.51
15500000.0,68.0,раздельный,нет,5.0,5.0,2.5,нет,нет,1989,панельный,частично,2.138
20000000.0,60.0,раздельный,нет,8.0,9.0,2.8,нет,нет,1990,панельный,частично,2.624
17600000.0,76.0,раздельный,нет,5.0,5.0,2.7,нет,нет,1986,кирпичный,частично,3.286
19500000.0,62.0,раздельный,нет,2.0,5.0,2.7,нет,нет,1987,панельный,частично,0.47
25000000.0,60.0,раздельный,нет,2.0,9.0,2.7,нет,нет,2007,кирпичный,частично,2.677
19500000.0,61.5,совмещенный,нет,5.0,5.0,2.7,нет,нет,2024,кирпичный,частично,1.675
14500000.0,43.0,раздельный,нет,4.0,9.0,2.7,нет,нет,2017,кирпичный,частично,3.527
12000000.0,52.0,раздельный,нет,5.0,5.0,2.7,да,нет,1988,панельный,полностью,2.309
18500000.0,60.0,раздельный,нет,4.0,5.0,2.7,нет,нет,1980,панельный,частично,1.73
12200000.0,60.0,раздельный,нет,1.0,5.0,2.0,нет,нет,1973,панельный,частично,0.538
19000000.0,80.0,раздельный,нет,5.0,5.0,2.7,нет,нет,1987,кирпичный,частично,3.607
18500000.0,82.0,раздельный,нет,2.0,5.0,2.7,нет,нет,1975,кирпичный,частично,3.801
11500000.0,45.0,совмещенный,нет,5.0,5.0,2.5,нет,нет,1972,панельный,частично,3.928
10800000.0,52.5,раздельный,нет,5.0,5.0,2.7,нет,нет,1979,кирпичный,частично,4.337
14500000.0,63.0,раздельный,нет,5.0,5.0,2.7,нет,нет,1976,кирпичный,частично,1.143
16500000.0,70.0,раздельный,нет,4.0,6.0,2.7,нет,нет,1990,панельный,частично,2.624
15000000.0,52.0,совмещенный,нет,2.0,4.0,2.0,нет,нет,1973,кирпичный,частично,2.234
12000000.0,51.0,раздельный,нет,3.0,5.0,2.7,нет,нет,1978,кирпичный,частично,1.154
19500000.0,77.0,раздельный,нет,4.0,5.0,2.7,нет,нет,1988,кирпичный,частично,1.407
12500000.0,40.0,раздельный,нет,2.0,5.0,2.5,нет,нет,1972,кирпичный,частично,3.868
18000000.0,60.0,раздельный,нет,4.0,5.0,2.7,нет,нет,1986,кирпичный,частично,3.429
17000000.0,43.0,совмещенный,балкон,3.0,4.0,2.6,нет,нет,2018,кирпичный,частично,0.942
13000000.0,51.0,раздельный,нет,9.0,9.0,2.7,нет,нет,2007,кирпичный,частично,2.677
11000000.0,37.0,совмещенный,нет,3.0,5.0,2.7,нет,нет,1970,иной,частично,0.649
15500000.0,60.0,раздельный,нет,2.0,5.0,2.7,нет,нет,1972,кирпичный,частично,1.612
14000000.0,45.0,совмещенный,нет,5.0,5.0,2.7,нет,нет,2020,кирпичный,частично,1.352
15000000.0,60.0,совмещенный,нет,1.0,5.0,2.7,нет,нет,1975,кирпичный,частично,1.387
15500000.0,42.0,совмещенный,нет,6.0,9.0,2.7,нет,нет,2022,кирпичный,без мебели,3.858
15000000.0,62.0,раздельный,нет,5.0,5.0,2.7,нет,нет,1975,кирпичный,частично,3.801
12500000.0,50.0,совмещенный,нет,5.0,6.0,2.5,нет,нет,1978,кирпичный,частично,1.154
12000000.0,40.0,совмещенный,нет,3.0,5.0,2.7,нет,нет,1973,кирпичный,частично,2.081
11800000.0,41.47,раздельный,лоджия,5.0,5.0,2.7,нет,нет,2023,кирпичный,частично,3.491
29500000.0,83.0,раздельный,нет,4.0,5.0,2.7,нет,нет,2017,кирпичный,частично,1.58
11500000.0,39.4,раздельный,нет,2.0,9.0,2.7,нет,нет,2014,кирпичный,частично,4.276
29500000.0,83.0,раздельный,нет,4.0,5.0,2.7,нет,нет,2018,кирпичный,частично,2.038
20000000.0,58.0,раздельный,нет,7.0,9.0,2.7,нет,нет,2014,кирпичный,частично,2.295
25500000.0,66.5,совмещенный,нет,4.0,5.0,2.7,нет,нет,2024,кирпичный,частично,1.73
16000000.0,62.0,раздельный,нет,5.0,5.0,2.7,нет,нет,1988,кирпичный,частично,3.817
16500000.0,52.0,раздельный,нет,5.0,5.0,2.7,нет,нет,1990,панельный,полностью,0.185
34000000.0,92.0,2 с/у и более,нет,6.0,9.0,28.0,нет,нет,2018,кирпичный,частично,1.249
15000000.0,70.0,раздельный,нет,4.0,5.0,2.7,нет,нет,1973,кирпичный,частично,0.914
22500000.0,57.0,раздельный,нет,8.0,9.0,2.7,нет,нет,2020,кирпичный,частично,3.858
23500000.0,74.1,раздельный,нет,4.0,5.0,2.7,нет,нет,1985,кирпичный,частично,3.607
11000000.0,36.7,совмещенный,нет,1.0,5.0,2.7,нет,нет,1990,панельный,частично,2.677
18000000.0,65.5,раздельный,нет,4.0,9.0,2.7,нет,нет,1996,панельный,частично,1.85
30000000.0,88.0,совмещенный,нет,6.0,6.0,2.7,нет,нет,2016,кирпичный,частично,0.451
14500000.0,51.0,раздельный,нет,5.0,5.0,2.7,нет,нет,1987,панельный,частично,3.724
14500000.0,63.0,раздельный,нет,5.0,5.0,2.8,нет,нет,1980,панельный,частично,3.792
18000000.0,49.2,раздельный,нет,3.0,5.0,2.7,нет,нет,2023,кирпичный,частично,3.491
23500000.0,79.0,раздельный,нет,4.0,5.0,2.7,нет,нет,1984,панельный,частично,3.286
11500000.0,48.0,раздельный,нет,5.0,5.0,2.7,нет,нет,1970,панельный,частично,0.649
35000000.0,77.0,совмещенный,нет,8.0,9.0,2.7,нет,нет,2022,кирпичный,частично,2.677
10000000.0,34.6,раздельный,нет,2.0,5.0,2.7,нет,нет,1980,кирпичный,частично,3.437
18500000.0,62.1,раздельный,лоджия,2.0,5.0,2.7,нет,нет,1993,кирпичный,частично,1.755
